metric,m,n,d,noise,family,effect,trials,rejections,rate,wilson_lower,wilson_upper
energy_statistic,32,2,256,0.02,ring_disk,0.5,100,8,0.08,0.041093461484380624,0.14998107700948735
mmd_squared,32,2,256,0.02,ring_disk,1.0,100,27,0.27,0.1926958414957634,0.36432116767944994
energy_statistic,32,2,256,0.02,ring_disk,1.0,100,21,0.21,0.141656540619153,0.29979968834089865
mmd_squared,32,2,256,0.02,gaussian_mixture,0.5,100,34,0.34,0.25461520797348164,0.43722271145275377
energy_statistic,32,2,256,0.02,gaussian_mixture,0.5,100,16,0.16,0.10095288488804782,0.24420269389270244
mmd_squared,32,2,256,0.02,gaussian_mixture,1.0,100,99,0.99,0.9455138038212946,0.9982325679358593
energy_statistic,32,2,256,0.02,gaussian_mixture,1.0,100,96,0.96,0.9016292856411208,0.9843366960084523
mmd_squared,32,2,256,0.15,gaussian_null,1.0,100,3,0.03,0.010254524024038925,0.0845193642905276
energy_statistic,32,2,256,0.15,gaussian_null,1.0,100,3,0.03,0.010254524024038925,0.0845193642905276
mmd_squared,32,2,256,0.15,ring_null,1.0,100,1,0.01,0.0017674320641406505,0.054486196178705315
energy_statistic,32,2,256,0.15,ring_null,1.0,100,1,0.01,0.0017674320641406505,0.054486196178705315
mmd_squared,32,2,256,0.15,separated,0.5,100,100,1.0,0.9630065017930143,1.0
energy_statistic,32,2,256,0.15,separated,0.5,100,100,1.0,0.9630065017930143,1.0
mmd_squared,32,2,256,0.15,separated,1.0,100,100,1.0,0.9630065017930143,1.0
energy_statistic,32,2,256,0.15,separated,1.0,100,100,1.0,0.9630065017930143,1.0
mmd_squared,32,2,256,0.15,ring_disk,0.5,100,7,0.07,0.03431926106727268,0.137495147390735
energy_statistic,32,2,256,0.15,ring_disk,0.5,100,7,0.07,0.03431926106727268,0.137495147390735
mmd_squared,32,2,256,0.15,ring_disk,1.0,100,8,0.08,0.041093461484380624,0.14998107700948735
energy_statistic,32,2,256,0.15,ring_disk,1.0,100,8,0.08,0.041093461484380624,0.14998107700948735
mmd_squared,32,2,256,0.15,gaussian_mixture,0.5,100,5,0.05,0.02154367915436796,0.11175046923191913
energy_statistic,32,2,256,0.15,gaussian_mixture,0.5,100,5,0.05,0.02154367915436796,0.11175046923191913
mmd_squared,32,2,256,0.15,gaussian_mixture,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
energy_statistic,32,2,256,0.15,gaussian_mixture,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
mmd_squared,32,2,384,0.02,gaussian_null,1.0,100,4,0.04,0.01566330399154762,0.0983707143588792
energy_statistic,32,2,384,0.02,gaussian_null,1.0,100,4,0.04,0.01566330399154762,0.0983707143588792
mmd_squared,32,2,384,0.02,ring_null,1.0,100,7,0.07,0.03431926106727268,0.137495147390735
energy_statistic,32,2,384,0.02,ring_null,1.0,100,7,0.07,0.03431926106727268,0.137495147390735
mmd_squared,32,2,384,0.02,separated,0.5,100,100,1.0,0.9630065017930143,1.0
energy_statistic,32,2,384,0.02,separated,0.5,100,100,1.0,0.9630065017930143,1.0
mmd_squared,32,2,384,0.02,separated,1.0,100,100,1.0,0.9630065017930143,1.0
energy_statistic,32,2,384,0.02,separated,1.0,100,100,1.0,0.9630065017930143,1.0
mmd_squared,32,2,384,0.02,ring_disk,0.5,100,7,0.07,0.03431926106727268,0.137495147390735
energy_statistic,32,2,384,0.02,ring_disk,0.5,100,7,0.07,0.03431926106727268,0.137495147390735
mmd_squared,32,2,384,0.02,ring_disk,1.0,100,27,0.27,0.1926958414957634,0.36432116767944994
energy_statistic,32,2,384,0.02,ring_disk,1.0,100,19,0.19,0.12514751509768735,0.27778845379064376
mmd_squared,32,2,384,0.02,gaussian_mixture,0.5,100,35,0.35,0.26364248243097527,0.44745556703112027
energy_statistic,32,2,384,0.02,gaussian_mixture,0.5,100,18,0.18,0.1170022549894635,0.2666735838630073
mmd_squared,32,2,384,0.02,gaussian_mixture,1.0,100,98,0.98,0.929988209271456,0.9944980324498376
energy_statistic,32,2,384,0.02,gaussian_mixture,1.0,100,95,0.95,0.8882495307680808,0.9784563208456319
mmd_squared,32,2,384,0.15,gaussian_null,1.0,100,4,0.04,0.01566330399154762,0.0983707143588792
energy_statistic,32,2,384,0.15,gaussian_null,1.0,100,4,0.04,0.01566330399154762,0.0983707143588792
mmd_squared,32,2,384,0.15,ring_null,1.0,100,8,0.08,0.041093461484380624,0.14998107700948735
energy_statistic,32,2,384,0.15,ring_null,1.0,100,7,0.07,0.03431926106727268,0.137495147390735
mmd_squared,32,2,384,0.15,separated,0.5,100,100,1.0,0.9630065017930143,1.0
energy_statistic,32,2,384,0.15,separated,0.5,100,100,1.0,0.9630065017930143,1.0
mmd_squared,32,2,384,0.15,separated,1.0,100,100,1.0,0.9630065017930143,1.0
energy_statistic,32,2,384,0.15,separated,1.0,100,100,1.0,0.9630065017930143,1.0
mmd_squared,32,2,384,0.15,ring_disk,0.5,100,6,0.06,0.027786123963188192,0.1247681544589592
energy_statistic,32,2,384,0.15,ring_disk,0.5,100,6,0.06,0.027786123963188192,0.1247681544589592
mmd_squared,32,2,384,0.15,ring_disk,1.0,100,9,0.09,0.04807254000256516,0.1622621285271631
energy_statistic,32,2,384,0.15,ring_disk,1.0,100,9,0.09,0.04807254000256516,0.1622621285271631
mmd_squared,32,2,384,0.15,gaussian_mixture,0.5,100,7,0.07,0.03431926106727268,0.137495147390735
energy_statistic,32,2,384,0.15,gaussian_mixture,0.5,100,7,0.07,0.03431926106727268,0.137495147390735
mmd_squared,32,2,384,0.15,gaussian_mixture,1.0,100,4,0.04,0.01566330399154762,0.0983707143588792
energy_statistic,32,2,384,0.15,gaussian_mixture,1.0,100,4,0.04,0.01566330399154762,0.0983707143588792
mmd_squared,32,4,256,0.02,gaussian_null,1.0,100,7,0.07,0.03431926106727268,0.137495147390735
energy_statistic,32,4,256,0.02,gaussian_null,1.0,100,7,0.07,0.03431926106727268,0.137495147390735
mmd_squared,32,4,256,0.02,ring_null,1.0,100,6,0.06,0.027786123963188192,0.1247681544589592
energy_statistic,32,4,256,0.02,ring_null,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
mmd_squared,32,4,256,0.02,separated,0.5,100,100,1.0,0.9630065017930143,1.0
energy_statistic,32,4,256,0.02,separated,0.5,100,100,1.0,0.9630065017930143,1.0
mmd_squared,32,4,256,0.02,separated,1.0,100,100,1.0,0.9630065017930143,1.0
energy_statistic,32,4,256,0.02,separated,1.0,100,100,1.0,0.9630065017930143,1.0
mmd_squared,32,4,256,0.02,ring_disk,0.5,100,9,0.09,0.04807254000256516,0.1622621285271631
energy_statistic,32,4,256,0.02,ring_disk,0.5,100,9,0.09,0.04807254000256516,0.1622621285271631
mmd_squared,32,4,256,0.02,ring_disk,1.0,100,25,0.25,0.17545211362287672,0.34304463548061603
energy_statistic,32,4,256,0.02,ring_disk,1.0,100,21,0.21,0.141656540619153,0.29979968834089865
mmd_squared,32,4,256,0.02,gaussian_mixture,0.5,100,41,0.41,0.3186731302113651,0.5079856994658921
energy_statistic,32,4,256,0.02,gaussian_mixture,0.5,100,19,0.19,0.12514751509768735,0.27778845379064376
mmd_squared,32,4,256,0.02,gaussian_mixture,1.0,100,100,1.0,0.9630065017930143,1.0
energy_statistic,32,4,256,0.02,gaussian_mixture,1.0,100,97,0.97,0.9154806357094724,0.9897454759759611
mmd_squared,32,4,256,0.15,gaussian_null,1.0,100,7,0.07,0.03431926106727268,0.137495147390735
energy_statistic,32,4,256,0.15,gaussian_null,1.0,100,8,0.08,0.041093461484380624,0.14998107700948735
mmd_squared,32,4,256,0.15,ring_null,1.0,100,6,0.06,0.027786123963188192,0.1247681544589592
energy_statistic,32,4,256,0.15,ring_null,1.0,100,6,0.06,0.027786123963188192,0.1247681544589592
mmd_squared,32,4,256,0.15,separated,0.5,100,100,1.0,0.9630065017930143,1.0
energy_statistic,32,4,256,0.15,separated,0.5,100,100,1.0,0.9630065017930143,1.0
mmd_squared,32,4,256,0.15,separated,1.0,100,100,1.0,0.9630065017930143,1.0
energy_statistic,32,4,256,0.15,separated,1.0,100,100,1.0,0.9630065017930143,1.0
mmd_squared,32,4,256,0.15,ring_disk,0.5,100,4,0.04,0.01566330399154762,0.0983707143588792
energy_statistic,32,4,256,0.15,ring_disk,0.5,100,4,0.04,0.01566330399154762,0.0983707143588792
mmd_squared,32,4,256,0.15,ring_disk,1.0,100,11,0.11,0.06254196357064568,0.18631296503080313
energy_statistic,32,4,256,0.15,ring_disk,1.0,100,11,0.11,0.06254196357064568,0.18631296503080313
mmd_squared,32,4,256,0.15,gaussian_mixture,0.5,100,9,0.09,0.04807254000256516,0.1622621285271631
energy_statistic,32,4,256,0.15,gaussian_mixture,0.5,100,9,0.09,0.04807254000256516,0.1622621285271631
mmd_squared,32,4,256,0.15,gaussian_mixture,1.0,100,7,0.07,0.03431926106727268,0.137495147390735
energy_statistic,32,4,256,0.15,gaussian_mixture,1.0,100,6,0.06,0.027786123963188192,0.1247681544589592
mmd_squared,32,4,384,0.02,gaussian_null,1.0,100,6,0.06,0.027786123963188192,0.1247681544589592
energy_statistic,32,4,384,0.02,gaussian_null,1.0,100,4,0.04,0.01566330399154762,0.0983707143588792
mmd_squared,32,4,384,0.02,ring_null,1.0,100,3,0.03,0.010254524024038925,0.0845193642905276
energy_statistic,32,4,384,0.02,ring_null,1.0,100,2,0.02,0.00550196755016235,0.07001179072854388
mmd_squared,32,4,384,0.02,separated,0.5,100,100,1.0,0.9630065017930143,1.0
energy_statistic,32,4,384,0.02,separated,0.5,100,100,1.0,0.9630065017930143,1.0
mmd_squared,32,4,384,0.02,separated,1.0,100,100,1.0,0.9630065017930143,1.0
energy_statistic,32,4,384,0.02,separated,1.0,100,100,1.0,0.9630065017930143,1.0
mmd_squared,32,4,384,0.02,ring_disk,0.5,100,11,0.11,0.06254196357064568,0.18631296503080313
energy_statistic,32,4,384,0.02,ring_disk,0.5,100,11,0.11,0.06254196357064568,0.18631296503080313
mmd_squared,32,4,384,0.02,ring_disk,1.0,100,33,0.33,0.24563122734128034,0.4269465620490947
energy_statistic,32,4,384,0.02,ring_disk,1.0,100,29,0.29,0.2101483574912227,0.3853889117557111
mmd_squared,32,4,384,0.02,gaussian_mixture,0.5,100,34,0.34,0.25461520797348164,0.43722271145275377
energy_statistic,32,4,384,0.02,gaussian_mixture,0.5,100,16,0.16,0.10095288488804782,0.24420269389270244
mmd_squared,32,4,384,0.02,gaussian_mixture,1.0,100,99,0.99,0.9455138038212946,0.9982325679358593
energy_statistic,32,4,384,0.02,gaussian_mixture,1.0,100,94,0.94,0.8752318455410406,0.9722138760368118
mmd_squared,32,4,384,0.15,gaussian_null,1.0,100,9,0.09,0.04807254000256516,0.1622621285271631
energy_statistic,32,4,384,0.15,gaussian_null,1.0,100,9,0.09,0.04807254000256516,0.1622621285271631
mmd_squared,32,4,384,0.15,ring_null,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
energy_statistic,32,4,384,0.15,ring_null,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
mmd_squared,32,4,384,0.15,separated,0.5,100,100,1.0,0.9630065017930143,1.0
energy_statistic,32,4,384,0.15,separated,0.5,100,100,1.0,0.9630065017930143,1.0
mmd_squared,32,4,384,0.15,separated,1.0,100,100,1.0,0.9630065017930143,1.0
energy_statistic,32,4,384,0.15,separated,1.0,100,100,1.0,0.9630065017930143,1.0
mmd_squared,32,4,384,0.15,ring_disk,0.5,100,2,0.02,0.00550196755016235,0.07001179072854388
energy_statistic,32,4,384,0.15,ring_disk,0.5,100,2,0.02,0.00550196755016235,0.07001179072854388
mmd_squared,32,4,384,0.15,ring_disk,1.0,100,4,0.04,0.01566330399154762,0.0983707143588792
energy_statistic,32,4,384,0.15,ring_disk,1.0,100,4,0.04,0.01566330399154762,0.0983707143588792
mmd_squared,32,4,384,0.15,gaussian_mixture,0.5,100,4,0.04,0.01566330399154762,0.0983707143588792
energy_statistic,32,4,384,0.15,gaussian_mixture,0.5,100,4,0.04,0.01566330399154762,0.0983707143588792
mmd_squared,32,4,384,0.15,gaussian_mixture,1.0,100,6,0.06,0.027786123963188192,0.1247681544589592
energy_statistic,32,4,384,0.15,gaussian_mixture,1.0,100,6,0.06,0.027786123963188192,0.1247681544589592
mmd_squared,64,2,256,0.02,gaussian_null,1.0,100,2,0.02,0.00550196755016235,0.07001179072854388
energy_statistic,64,2,256,0.02,gaussian_null,1.0,100,2,0.02,0.00550196755016235,0.07001179072854388
mmd_squared,64,2,256,0.02,ring_null,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
energy_statistic,64,2,256,0.02,ring_null,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
mmd_squared,64,2,256,0.02,separated,0.5,100,100,1.0,0.9630065017930143,1.0
energy_statistic,64,2,256,0.02,separated,0.5,100,100,1.0,0.9630065017930143,1.0
mmd_squared,64,2,256,0.02,separated,1.0,100,100,1.0,0.9630065017930143,1.0
energy_statistic,64,2,256,0.02,separated,1.0,100,100,1.0,0.9630065017930143,1.0
mmd_squared,64,2,256,0.02,ring_disk,0.5,100,8,0.08,0.041093461484380624,0.14998107700948735
energy_statistic,64,2,256,0.02,ring_disk,0.5,100,10,0.1,0.0552291370606751,0.17436566150491345
mmd_squared,64,2,256,0.02,ring_disk,1.0,100,85,0.85,0.7671644040916763,0.9069401471634337
energy_statistic,64,2,256,0.02,ring_disk,1.0,100,76,0.76,0.6676766365018553,0.8330867444305122
mmd_squared,64,2,256,0.02,gaussian_mixture,0.5,100,77,0.77,0.6784561697712622,0.8415673411969654
energy_statistic,64,2,256,0.02,gaussian_mixture,0.5,100,51,0.51,0.4134801193402717,0.6057800106955886
mmd_squared,64,2,256,0.02,gaussian_mixture,1.0,100,100,1.0,0.9630065017930143,1.0
energy_statistic,64,2,256,0.02,gaussian_mixture,1.0,100,100,1.0,0.9630065017930143,1.0
mmd_squared,64,2,256,0.15,gaussian_null,1.0,100,6,0.06,0.027786123963188192,0.1247681544589592
energy_statistic,64,2,256,0.15,gaussian_null,1.0,100,6,0.06,0.027786123963188192,0.1247681544589592
mmd_squared,64,2,256,0.15,ring_null,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
energy_statistic,64,2,256,0.15,ring_null,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
mmd_squared,64,2,256,0.15,separated,0.5,100,100,1.0,0.9630065017930143,1.0
energy_statistic,64,2,256,0.15,separated,0.5,100,100,1.0,0.9630065017930143,1.0
mmd_squared,64,2,256,0.15,separated,1.0,100,100,1.0,0.9630065017930143,1.0
energy_statistic,64,2,256,0.15,separated,1.0,100,100,1.0,0.9630065017930143,1.0
mmd_squared,64,2,256,0.15,ring_disk,0.5,100,3,0.03,0.010254524024038925,0.0845193642905276
energy_statistic,64,2,256,0.15,ring_disk,0.5,100,3,0.03,0.010254524024038925,0.0845193642905276
mmd_squared,64,2,256,0.15,ring_disk,1.0,100,3,0.03,0.010254524024038925,0.0845193642905276
energy_statistic,64,2,256,0.15,ring_disk,1.0,100,3,0.03,0.010254524024038925,0.0845193642905276
mmd_squared,64,2,256,0.15,gaussian_mixture,0.5,100,8,0.08,0.041093461484380624,0.14998107700948735
energy_statistic,64,2,256,0.15,gaussian_mixture,0.5,100,7,0.07,0.03431926106727268,0.137495147390735
mmd_squared,64,2,256,0.15,gaussian_mixture,1.0,100,17,0.17,0.10893566114059931,0.25548004767601123
energy_statistic,64,2,256,0.15,gaussian_mixture,1.0,100,17,0.17,0.10893566114059931,0.25548004767601123
mmd_squared,64,2,384,0.02,gaussian_null,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
energy_statistic,64,2,384,0.02,gaussian_null,1.0,100,4,0.04,0.01566330399154762,0.0983707143588792
mmd_squared,64,2,384,0.02,ring_null,1.0,100,1,0.01,0.0017674320641406505,0.054486196178705315
energy_statistic,64,2,384,0.02,ring_null,1.0,100,1,0.01,0.0017674320641406505,0.054486196178705315
mmd_squared,64,2,384,0.02,separated,0.5,100,100,1.0,0.9630065017930143,1.0
energy_statistic,64,2,384,0.02,separated,0.5,100,100,1.0,0.9630065017930143,1.0
mmd_squared,64,2,384,0.02,separated,1.0,100,100,1.0,0.9630065017930143,1.0
energy_statistic,64,2,384,0.02,separated,1.0,100,100,1.0,0.9630065017930143,1.0
mmd_squared,64,2,384,0.02,ring_disk,0.5,100,11,0.11,0.06254196357064568,0.18631296503080313
energy_statistic,64,2,384,0.02,ring_disk,0.5,100,11,0.11,0.06254196357064568,0.18631296503080313
mmd_squared,64,2,384,0.02,ring_disk,1.0,100,80,0.8,0.7111708344068411,0.8666330666689676
energy_statistic,64,2,384,0.02,ring_disk,1.0,100,70,0.7,0.6041514536665332,0.7810511470506724
mmd_squared,64,2,384,0.02,gaussian_mixture,0.5,100,69,0.69,0.5937394428051057,0.7722030278762395
energy_statistic,64,2,384,0.02,gaussian_mixture,0.5,100,49,0.49,0.3942199893044113,0.5865198806597283
mmd_squared,64,2,384,0.02,gaussian_mixture,1.0,100,100,1.0,0.9630065017930143,1.0
energy_statistic,64,2,384,0.02,gaussian_mixture,1.0,100,100,1.0,0.9630065017930143,1.0
mmd_squared,64,2,384,0.15,gaussian_null,1.0,100,3,0.03,0.010254524024038925,0.0845193642905276
energy_statistic,64,2,384,0.15,gaussian_null,1.0,100,3,0.03,0.010254524024038925,0.0845193642905276
mmd_squared,64,2,384,0.15,ring_null,1.0,100,3,0.03,0.010254524024038925,0.0845193642905276
energy_statistic,64,2,384,0.15,ring_null,1.0,100,3,0.03,0.010254524024038925,0.0845193642905276
mmd_squared,64,2,384,0.15,separated,0.5,100,100,1.0,0.9630065017930143,1.0
energy_statistic,64,2,384,0.15,separated,0.5,100,100,1.0,0.9630065017930143,1.0
mmd_squared,64,2,384,0.15,separated,1.0,100,100,1.0,0.9630065017930143,1.0
energy_statistic,64,2,384,0.15,separated,1.0,100,100,1.0,0.9630065017930143,1.0
mmd_squared,64,2,384,0.15,ring_disk,0.5,100,4,0.04,0.01566330399154762,0.0983707143588792
energy_statistic,64,2,384,0.15,ring_disk,0.5,100,4,0.04,0.01566330399154762,0.0983707143588792
mmd_squared,64,2,384,0.15,ring_disk,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
energy_statistic,64,2,384,0.15,ring_disk,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
mmd_squared,64,2,384,0.15,gaussian_mixture,0.5,100,10,0.1,0.0552291370606751,0.17436566150491345
energy_statistic,64,2,384,0.15,gaussian_mixture,0.5,100,10,0.1,0.0552291370606751,0.17436566150491345
mmd_squared,64,2,384,0.15,gaussian_mixture,1.0,100,13,0.13,0.07757167427240512,0.20980351440076428
energy_statistic,64,2,384,0.15,gaussian_mixture,1.0,100,12,0.12,0.06999406437019488,0.19812099426711421
mmd_squared,64,4,256,0.02,gaussian_null,1.0,100,8,0.08,0.041093461484380624,0.14998107700948735
energy_statistic,64,4,256,0.02,gaussian_null,1.0,100,9,0.09,0.04807254000256516,0.1622621285271631
mmd_squared,64,4,256,0.02,ring_null,1.0,100,3,0.03,0.010254524024038925,0.0845193642905276
energy_statistic,64,4,256,0.02,ring_null,1.0,100,4,0.04,0.01566330399154762,0.0983707143588792
mmd_squared,64,4,256,0.02,separated,0.5,100,100,1.0,0.9630065017930143,1.0
energy_statistic,64,4,256,0.02,separated,0.5,100,100,1.0,0.9630065017930143,1.0
mmd_squared,64,4,256,0.02,separated,1.0,100,100,1.0,0.9630065017930143,1.0
energy_statistic,64,4,256,0.02,separated,1.0,100,100,1.0,0.9630065017930143,1.0
mmd_squared,64,4,256,0.02,ring_disk,0.5,100,9,0.09,0.04807254000256516,0.1622621285271631
energy_statistic,64,4,256,0.02,ring_disk,0.5,100,9,0.09,0.04807254000256516,0.1622621285271631
mmd_squared,64,4,256,0.02,ring_disk,1.0,100,89,0.89,0.8136870349691969,0.9374580364293543
energy_statistic,64,4,256,0.02,ring_disk,1.0,100,80,0.8,0.7111708344068411,0.8666330666689676
mmd_squared,64,4,256,0.02,gaussian_mixture,0.5,100,86,0.86,0.7786281178903616,0.9147365634006086
energy_statistic,64,4,256,0.02,gaussian_mixture,0.5,100,59,0.59,0.4920143005341078,0.6813268697886348
mmd_squared,64,4,256,0.02,gaussian_mixture,1.0,100,100,1.0,0.9630065017930143,1.0
energy_statistic,64,4,256,0.02,gaussian_mixture,1.0,100,100,1.0,0.9630065017930143,1.0
mmd_squared,64,4,256,0.15,gaussian_null,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
energy_statistic,64,4,256,0.15,gaussian_null,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
mmd_squared,64,4,256,0.15,ring_null,1.0,100,6,0.06,0.027786123963188192,0.1247681544589592
energy_statistic,64,4,256,0.15,ring_null,1.0,100,6,0.06,0.027786123963188192,0.1247681544589592
mmd_squared,64,4,256,0.15,separated,0.5,100,100,1.0,0.9630065017930143,1.0
energy_statistic,64,4,256,0.15,separated,0.5,100,100,1.0,0.9630065017930143,1.0
mmd_squared,64,4,256,0.15,separated,1.0,100,100,1.0,0.9630065017930143,1.0
energy_statistic,64,4,256,0.15,separated,1.0,100,100,1.0,0.9630065017930143,1.0
mmd_squared,64,4,256,0.15,ring_disk,0.5,100,6,0.06,0.027786123963188192,0.1247681544589592
energy_statistic,64,4,256,0.15,ring_disk,0.5,100,6,0.06,0.027786123963188192,0.1247681544589592
mmd_squared,64,4,256,0.15,ring_disk,1.0,100,6,0.06,0.027786123963188192,0.1247681544589592
energy_statistic,64,4,256,0.15,ring_disk,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
mmd_squared,64,4,256,0.15,gaussian_mixture,0.5,100,8,0.08,0.041093461484380624,0.14998107700948735
energy_statistic,64,4,256,0.15,gaussian_mixture,0.5,100,8,0.08,0.041093461484380624,0.14998107700948735
mmd_squared,64,4,256,0.15,gaussian_mixture,1.0,100,17,0.17,0.10893566114059931,0.25548004767601123
energy_statistic,64,4,256,0.15,gaussian_mixture,1.0,100,16,0.16,0.10095288488804782,0.24420269389270244
mmd_squared,64,4,384,0.02,gaussian_null,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
energy_statistic,64,4,384,0.02,gaussian_null,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
mmd_squared,64,4,384,0.02,ring_null,1.0,100,3,0.03,0.010254524024038925,0.0845193642905276
energy_statistic,64,4,384,0.02,ring_null,1.0,100,3,0.03,0.010254524024038925,0.0845193642905276
mmd_squared,64,4,384,0.02,separated,0.5,100,100,1.0,0.9630065017930143,1.0
energy_statistic,64,4,384,0.02,separated,0.5,100,100,1.0,0.9630065017930143,1.0
mmd_squared,64,4,384,0.02,separated,1.0,100,100,1.0,0.9630065017930143,1.0
energy_statistic,64,4,384,0.02,separated,1.0,100,100,1.0,0.9630065017930143,1.0
mmd_squared,64,4,384,0.02,ring_disk,0.5,100,15,0.15,0.0930598528365663,0.23283559590832364
energy_statistic,64,4,384,0.02,ring_disk,0.5,100,15,0.15,0.0930598528365663,0.23283559590832364
mmd_squared,64,4,384,0.02,ring_disk,1.0,100,86,0.86,0.7786281178903616,0.9147365634006086
energy_statistic,64,4,384,0.02,ring_disk,1.0,100,78,0.78,0.6892964648501421,0.8499871761539459
mmd_squared,64,4,384,0.02,gaussian_mixture,0.5,100,80,0.8,0.7111708344068411,0.8666330666689676
energy_statistic,64,4,384,0.02,gaussian_mixture,0.5,100,55,0.55,0.45244602997442135,0.6438546202048803
mmd_squared,64,4,384,0.02,gaussian_mixture,1.0,100,100,1.0,0.9630065017930143,1.0
energy_statistic,64,4,384,0.02,gaussian_mixture,1.0,100,100,1.0,0.9630065017930143,1.0
mmd_squared,64,4,384,0.15,gaussian_null,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
energy_statistic,64,4,384,0.15,gaussian_null,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
mmd_squared,64,4,384,0.15,ring_null,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
energy_statistic,64,4,384,0.15,ring_null,1.0,100,5,0.05,0.02154367915436796,0.11175046923191913
mmd_squared,64,4,384,0.15,separated,0.5,100,100,1.0,0.9630065017930143,1.0
energy_statistic,64,4,384,0.15,separated,0.5,100,100,1.0,0.9630065017930143,1.0
mmd_squared,64,4,384,0.15,separated,1.0,100,100,1.0,0.9630065017930143,1.0
energy_statistic,64,4,384,0.15,separated,1.0,100,100,1.0,0.9630065017930143,1.0
mmd_squared,64,4,384,0.15,ring_disk,0.5,100,3,0.03,0.010254524024038925,0.0845193642905276
energy_statistic,64,4,384,0.15,ring_disk,0.5,100,3,0.03,0.010254524024038925,0.0845193642905276
mmd_squared,64,4,384,0.15,ring_disk,1.0,100,7,0.07,0.03431926106727268,0.137495147390735
energy_statistic,64,4,384,0.15,ring_disk,1.0,100,7,0.07,0.03431926106727268,0.137495147390735
mmd_squared,64,4,384,0.15,gaussian_mixture,0.5,100,5,0.05,0.02154367915436796,0.11175046923191913
energy_statistic,64,4,384,0.15,gaussian_mixture,0.5,100,4,0.04,0.01566330399154762,0.0983707143588792
mmd_squared,64,4,384,0.15,gaussian_mixture,1.0,100,6,0.06,0.027786123963188192,0.1247681544589592
energy_statistic,64,4,384,0.15,gaussian_mixture,1.0,100,6,0.06,0.027786123963188192,0.1247681544589592
